,Дельта Х,Дельта Х,Дельта Х,Дельта У,Дельта У,Дельта У,Дельта Фи,Дельта Фи,Дельта Фи
,MSE,MAE,R2,MSE,MAE,R2,MSE,MAE,R2
Набор данных,,,,,,,,,
train,0.026303979,0.11700728,0.95901483,0.021847578,0.10007488,0.95657134,0.001544261,0.030344997,0.63822114
val,0.048561838,0.16110905,0.9104736,0.042875897,0.15596671,0.90152526,0.0019464084,0.033821125,0.5018389
test,0.0371825,0.13936615,0.93626606,0.044885702,0.15243635,0.9052238,0.0022783116,0.03581905,0.4911704
