,Дельта Х,Дельта Х,Дельта Х,Дельта У,Дельта У,Дельта У,Дельта Фи,Дельта Фи,Дельта Фи
,MSE,MAE,R2,MSE,MAE,R2,MSE,MAE,R2
Набор данных,,,,,,,,,
train,0.029422104,0.121476576,0.95418817,0.025088374,0.10541639,0.95025617,0.0015680213,0.030376324,0.63501716
val,0.053592402,0.16268441,0.9012401,0.051739268,0.1603737,0.8811889,0.0018097442,0.03260541,0.5362973
test,0.029173978,0.120399036,0.95001477,0.04293758,0.13735335,0.90937364,0.00187905,0.033393387,0.5809603
